id,polarity,tweet
1956451833,pos,@jtripodi hi! Youre awsome! K? Bye 
1972193105,pos,@_Chelsea_Marie does target ship things to london? thanks so much! im such a demi fan shes amazing! 
1955881910,neg,Oh nooo Demi in Seattle two days after we leave 
2241455813,neg,@KING5Seattle I wish there was no rain! Im hosting a party and at 5 am this morning I had to hurry up and get it set up indoors instead 
2203291060,neg,No launch. NASA sucks. Share the pain with at @Schingler @bethbeck @toddicus 
1468035969,neg,i feel unloved. dropped 2 tweeters 
1957301890,pos,totally looking forward to my adventure day with @elissaislegit tomorrow  Lakers Zac the hood SAYWHHA!?!?! &lt33 Night kidzz.
1468006789,pos,Thanks to my new followers! 
1467972493,neg,is at Beso in Hollywood... so tired 
2186010854,pos,Yayy! Just got my ticket for the What Happens In Vegas Tour! 
1985636459,neg,Missed the Taylor Swift special on NBC cause i was at work 
2062615979,pos,@ddlovato I HAVE A SURPRISE FOR YOU WHEN U COME TO LONDON  cnt wait to seeya ! &lt3
2241991093,neg,Dropped my iPhone now it has a horrible scratch  think its trying to commit suicide because it knows its not a 3GS.
2233230835,neg,wow wifes weds surgery w/complications.  grandpa passed away today.  now 5yr old is running fever. can I get a dominusover for this week? 
1467890079,neg,@jokerrrr It stillllll hasnt arrived 
1823969546,pos,i think all musicians should release instrumental versions of their previous albums like taylor swift did. i love instrumental versions! 
1467981584,neg,Im tired. I feel like crap. And the world feels all crummy. Make me happy USB disco mouse. 
1678941064,neg,okay my computer officially hates me.. minus.minus cant go on the internet cant render vids on sony vegas.. ugh.. 
1976468642,pos,Moments away of ending our 14 year wait to go back to the finals. Sorry Lebron had his chance last year. Our turn now 
2214434036,neg,Good morning. I finally have a fever to go along with my colds. Might have to skip rehearsals tonight.  This sucls!
1985569068,neg,Just listening to my ipod the climb. wel it just ran out of batry 
1822359201,neg,has a massive headache 
1467820206,neg,is strangely sad about LiLo and SamRo breaking up. 
2185067138,neg,promotion was pretty boring. im gonna miss some people.. im so fuckin sick.my head hurts and i gt a fever 
1467982039,neg,@emitstop So true I have it and dont use it 
1468060774,neg,@lenesha but Im not feeling well mommy... 
1554518532,neg,I hope since @oprah is friends with @ev she doesnt make a call to get me destroyed  #herebeforeoprah
1468024387,pos,going to pick up @30comau in a sec its our anniversary today 
1469955844,pos,Got me a spangly new PSPminus3000 today in Mystic Silver with a copy of Resistance Retribution. Happy bunny! 
1932699900,neg,Slow unproductive day at work today. I guess Ill just try out Marvel Ultimate Alliance on PSP. 
2236747393,neg,TGIF! its been a long long first week back at work. Wish I were on line for the new iPhone  #squarespace #unc.. http://tinyurl.com/muu2rr
2001350611,neg,damn it 150 on xbox . . . but lets see how much it really costs in vegas 
1468048178,neg,l want but I cant sleep 
1468006048,pos,@ShawnORourke lol tru dat! thanks bro! 
1565434119,neg,at work ready to start my day...I miss my babies already. What am I going to do without them for 6 days while Im in Vegas? 
2174569897,neg,Anyone using #TweetDeck?  Their latest version update v0.25.1b still does not allow me to response #Facebook status... 
2175852153,pos,@nickjonas Are You Gunna Go Shopping? equalsD London Rocks For Shopping  x
1752606312,neg,@DXPetti awww doesnt work on iPhone yet hurry up YouTube 
2000611233,neg,my dog has cancer. 
2015302631,neg,JTH and CR dropped from the England team. 
1975317482,neg,Southend Tommorow Supporting People At The Race For Life Marathon. My Cousin &amp Aunty Are Running For My Grandad Who Died Of Lung Cancer 
1833746999,pos,@DwightHoward great job Dwight! I pray you also win against the Cavs. 
2052006438,neg,So tired from my cancer walk  ready for bed!
2298313138,neg,@nattysweetie jealous i was stuck inside  hows london? xxx
2175019150,neg,Facebook Make me SAD  T.T
1795355626,neg,Wishing i had gotten off my butt to try to see Obama today...Draggin` @ work...I didnt have pancakes 
1468022707,neg,aww this earthquake in Italy has made me sad  just saw the pics on the news its terrible.
2254764018,neg,Got a bad headache boo  FML!
1976991501,neg,@SongzYuuup the Cavs arent doing their job offensively...cant win if you dont make shots..i think its a wrap 
1467856044,neg,Crazy wind today equals no birding  http://ff.im/1XTTi
1973588535,pos,Cant wait to see stuff on LittleBigPlanet Portable for PSP. 
2052352736,pos,@Alex_Jeffreys Welcome back. Emailed you earlier this morning with some stuff. Well speak real soon. What a time in Vegas we all had 
1556588646,pos,you guys should check out fred on youtube hes our favorite youtube star 
2211603056,neg,@ddlovato OOh demi... I want to go to your show... but I cant because Im from Brazil..  so come back!! i miss you!! :/
1467927016,neg,Im so upset that I missed my chat and quiz online because my free internet has ceased 
2067069136,pos,On the bus and ready to go  about to watch twilight on Merediths ipod.
1467917902,pos,@stevonelson  I like that one. Ive used it on a project here.
1983855776,neg,@ian_si I stick to main roads. That said I just lost my ipod while jogging.. too dark to find it. Rather upset 
2207654001,neg,@TheEllenShow Josiah Lemings mom lost her battle to cancer yesterday  Such an amazing woman. I hope you will have him on your show again.
2197389419,neg,NEED Starbucks.....oh yeah we dont have one!!!  
1468023130,pos,ok... headed to bed. tomorrow I open shop for freddy and eddy 
1467995609,neg,shouldve been asleep two hours ago 
1753789771,neg,why is Project Gotham Racing for XBOX only 
1467951332,pos,im going to danniis party nd im gona dress up as a giant duck  yaay!!
2061652623,pos,wants the new psp. Its SOOOOO COOL!! 
1998009545,neg,@lamilondon its reggae night @ sway lil sis Im sad  Grrr. @mightyxtra can u let me know these things in advance lol
1679041724,pos,@ddlovato  ohh myy goshh!!  are you the opening act for the jonas brothers at wembley in London on the 15th of june ?? xx 
2192247079,neg,Im clearly a lakers hater... Just FYI 
2233988094,neg,@SallytheShizzle  poor salsal HUGS i get headaches from my short sited..ness when i dont wear my glasses and try focus long distances.
2240323258,neg,Wheres DotP for the PS3?  I cant afford an XBOX360 
2033941885,neg,Ive just noticed that my right eye is majorly swollen damn hay fever! And just saw the must shocking news on T.VDavid Carradine died.  
2175551416,pos,Its Amazing Lakers mission Completed 
2326452691,neg,@luke01688 Thats my exact Starbucks drink. And there is no Starbucks to be found... 
1957240319,pos,@obama_binladen  sure tell me about the project that you received funding for! thats great news 
1965856967,neg,@vickytcobra im sorry your day wasnt so good  does it make you feel better to know youre beating oprah on ms twitterworld?
2326900290,neg,@sanasaleem Since when? Im officially broke everyone knows that 
2204669012,neg,Pretty sure I got shorted on my drink size at mcdonalds and I didnt get a glass.  off to the theatre soon.
2053620671,neg,Needs a starbucks 
1467987413,pos,waking up with my nespresso 
2211049673,neg,@butterballs_mc yes because a plane air france crashed !!!!! more french and brazilian are died 
1468037681,pos,@TrueGabe yep to the wine and feijoa sorbet muffins chutney etc... we have a large tree  always open to suggestions tho 
2072117490,neg,DAMN LAKERS! I wanted ORLANDO to WIN! 
1468051061,neg,@SimoneKali Get me an autograph and shout out! You have to record it though. My computer is dead so I cant listen. 
1467918533,pos,Amazing night in Dallas with my Advanced TV Production class  Happy Birhtday Sam!!
1556793317,pos,just playing psp .. 
2053519678,pos,The Best Day minus Taylor Swift 
1976869280,pos,minusminusplotting like im mike..game plan:pass the ball to lebron AT ALL TIMES and DONT FOUL..certainly well win  haha..go cavs goooo!
1963552290,neg,Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?
2203872564,neg,@Darkestwizz YouTube wouldnt let me upload my video yesterday 
1977881484,neg,Cancer sucks and the worst part is seeing what the chemo side effects are on my little girl 
2236887951,neg,@AnnaSaccone my aunite just made a mean comment about me and said i was fat  and missing the bf. how r u? xxx
2000270661,pos,1 vs 100 on Xbox Live was fun 
1467844261,pos,My hair is blue. 
1467873828,neg,@SarahReedSC treaty isnt defined 
2184976507,neg,@pspaddict007 i dont wanna be in the club! 
2203187280,neg,is wishing i was going to be in LA w/ da fam for the LAKERS Parade  but I gotta stay on my grind .. operation: get out of san diego!! &lt3
1956389463,neg,Xbox 360 RRODd minus again!  Two times already damn you Micro$oft.  
1970531298,neg,My sticker is about to fall off.  my Breast Cancer sticker I got from Dannys party minus I stuck it on my phone. 
1967954696,neg,obama why are images of rape at abu ghraib &quotnot particularly sensational&quot?! just cuz its no surprise that the military is cool w/ rape? 
1695725313,neg,@nrg07 i knooww.. i once watched marley and me and oprah at the same day and i sick of crying 
1978360280,neg,@mattmacdonaldis epic loss  I was disappointed in LeBron he just couldnt sink anything in the second half.
2220983459,neg,Got Fever  so tired
1760209183,neg,sorry. somethings getting my facebook stuff and tweeting it. 
2016870802,pos,@mollieandjackie Love and Theft is AMAZING! They opened for Taylor Swift back last year!!! Miss yall!!! 
1996461050,pos,im really happy. i get to see taylor swift and i got my TOMS shoes today 
1996399755,pos,Back in Sydney. Hugs Everyone 
1983327391,pos,@Dannymcfly heyhey  and they love youuu! hahahaha! having a good time over in brazil then?
1966322459,pos,Going to Seattle again!  #boarding SFO to SEA minus  http://v.cristdr.com/3MK
2049441872,pos,@thedebbyryan debby minus hi im carol from brazil and i love you so much minus please reply me 
1468022231,pos,@mandyblake  I was just about to X out of here for the night and saw your post I started laughing!  You are funny!!  
2063794322,pos,@mistadee minus Ive got Tweetie for the iPod Touch minus recommended 
1467918140,pos,Blackberry Bold and Kingston 8gb microsd card en route 
1992750275,pos,You Belong With MeTaylor Swift  That music video is officially THEE cutest everrrrr. I cant help but squel everytime I see it &lt3
2071912718,pos,YAY!!!! LAKERS WIN 
1834700101,pos,@Dr_DinaSadik Awesome!  ull definitely know some swear words then! haha
2192424737,pos,brand new 8GB ipod touch for sale! at reduced price of course. 
2181104270,pos,Guess who has a new job?! Oh yeah...i do! And im going to be working with @lebron1004! Yay!! 
1467970653,pos,listening to dashboard &quotghost of a good thing&quot mannn definitely takes me down memory lane  good night kids
2001044226,pos,Wow another sunny day in London! Maybe it really has changed its mind about being a miserable sod all the time 
1795134329,pos,Raining Thursday in Brazil!!! And My moms Birthay...  That woman is a warrior... Have a great day everyone!
1467901552,pos,@ PBnJen : Thanks for the great tour and making me even more excited to work in PR!  You Rock and so does S&ampBminuswould love to work there!
2177829707,neg,@AshleyLTMSYF hi ash where are you now? im so jealous coz i cant see the vid u posted on youtube while u were in Manila huhu 
1999854337,pos,@garpu Great! Ive actually always wanted to visit Seattle so perhaps some day. 
1468051256,neg,in biology class. my lip hurts 
1468004142,neg,Hamu is on my tour tm!!!! Im excited 
2223107504,neg,this army called pollen is trying to kill me  my hayfever is sooooo bad helppppp! lol
1977850385,neg,aww i feel bad for lebron he tried so hard but he has no other help on his team  hes still king james!
1827447082,neg,@LeoWolfe PS. I was just trying to talk to you on facebook but you ignored me! 
2199191514,neg,I just got the E 74 error from my Xbox 360 in other words its dead  #fb
1957050584,pos,@VegasBill Now that Id like to see. 
2051434163,pos,@KVAY2K  Hope you  are having a wonderful night.   I will be up again all night.  Sent you a message on YOUTUBE.  
1467834239,neg,missin the boo 
1467980858,neg,sad day: manu out for the season 
1467970787,neg,ready for nice weather day drinking &amp not to ever be a student again 
1468006296,neg,going thru town and traffic on bypass is stink 
2052939840,neg,not happy! In london and its chucking it down! 
1980744616,neg,Have to log out  I have a terrible headache....see you in a while 
1467907298,neg,today sucked. Im gonna die without chris and callum!  wahhh!
1467904302,neg,@nick_carter Aww Nick!! I like your hair longer why did you cut it off?  Break. My. Heart.
1467854917,neg,Thanks for bursting my bubble 
2265672322,neg,Grrrrr....my mother found me on facebook.  Now I have to watch what I say.  Facebook is suddenly becoming WAY less cool  
1467896996,neg,@griffmiester no exchanging for me my laptop hasnt arrived 
1832129583,neg,@ZacBriley ouch harsh lol well then just reply to me on facebook? or dont even talk too me 
2187216995,neg,iphone charger died 
1467998362,neg,@hellivina I miss em too. 
1880108827,neg,Guantanamo is still open I thought Obama promised to close it 
1977121485,neg,I cant believe the cavs lost 
2052150181,neg,The PSP lineup for 09 is looking pretty solid i might have to pick one up... But the Go is too far away 
2321538588,neg,@NoelBajandas  Mira I cant come to class...  I have a fever...   gonna stay in bed....  ....  Next week?
1467862710,neg,My mind and body are severely protesting this &quotgetting up&quot  thing. Had nightmares to boot
2182024070,pos,This is awesome England! Keep it up! 
2052408515,pos,Great stuff this wk: my bike ride in the wild on Sun. Obamas speech in Cairo last episode of Lost 3 Lakers 1st win my wifes smile 
2050208272,pos,With brian liz sam ryan john and cooper going to starbucks 
2051265077,pos,@Oprah I cant WAIT to see that movie! 
1467951624,pos,@tweetshrink Hah yea I suppose )  And I love the customer service!! 
1751887003,pos,@David_Henrie haha i WISH i coudl meet you.. you should stop by seattle some time  home of the STARBUKS ) I LOVE YOU DAVID!!
1467937106,pos,Ok bed time. I wish I didnt have an exam on thursday otherwise I would just go around harassing people to vote! lol. Night guys! 
1988966805,pos,in watched hollywood.tv videos on youtube  i love the way alison says &quotmiley cyyyyrus&quot thats so funny 
1467862887,pos,cant wait for vegas 
2068629370,pos,LOL LOL if youre looking for good laugh check out the homie @astronautKI facebook page 
1467841560,pos,Another good day  nitey nite everyone! First day of school tomorrow!!! Ahh Im kinda nervous yet excited...til tomorrow!
2049421986,pos,@MichaelNi Trader Joes is one of my favorite things about Seattle. 
2057939426,pos,hung out by Notre Dame today hoping  for a glimpse of Obama...and I got it!   the energy was amazing!
1467935976,pos,@ferretfreakx4  I had so much fun tonight!    And Im totally stealing all your pictures when you upload them.  hehehe
1968768942,pos,watching what happens in vegas and lovin it 
1467954024,pos,@comeagainjen hey x] just wanted to say your awesome and angilena or however your spell it has nothing on you 
1467891826,neg,amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4  . very sad.
2064712292,pos,@billyraycyrus  heey brazil loves you and miley 
1962867634,pos,Youtube comedy people are just amazing. 
1467988811,pos,@daNanner Yeah just finished #castle.  Was pretty good. 
2060224082,pos,@ivegotnerve Yes I am in love with someone who lives in England. But I was able to see him last May 3rd 
1554402730,pos,Celebrating Phil being one year cancer free! 
2057765588,pos,IN LONDON Camp site with my Iphone  heheheheeh in a good mood 
1998201770,neg,Eww going to mcdonalds! im freakin sick of fast food. im going to barf.. 
2014814643,pos,starbucks to the desk this is the life 
1974445398,pos,@eliizabetty maybe we will meet there. i want to go and study in london/england too 
1972721386,pos,@DebbieFletcher I saw them on Oprah the other day they are really good! 
1971343447,pos,I have a BIG pool tournament today. If we win we go to Vegas. Everybody send good vibes my way please! 
2064146112,pos,Is in starbucks with her mummy 
2179093392,neg,still trying for that iphone from #squarespace... forgot about it over the weekend 
1955940771,neg,@ImCirocObama late on Mirror?????? when did u tweet that.. and def not!!!! I am gettin tired tho... 
1468037639,pos,got a great first verse and chorus goin i love this song 
2013966241,neg,@praxxis To each their own though minus Ill stick to PC/XBox360 gaming Wii makes me sad these days 
1975884713,neg,Still on youtube and board 
1468064699,neg,@nicolerichie yes! we had the VHS. i cried when the old man died 
1467919799,pos,@warp I love that Aussie cattle dog story 
1467970648,neg,Lost my free copy of radioactive so cant put it on my ipod grr!And i cant go out plus buy nother coz it came with that paper 
1932995944,pos,@mileycyrus Miley takes a tranquilizer for sleep which is very good I take the time      #mileybrazil
1548753352,pos,@oprah welcome to twitter! 
1978439793,pos,Does anyone else really really LOVE the Lakers? 
1467836576,neg,hey I actually won one of my bracket pools! Too bad it wasnt the one for money 
2051673257,neg,@tommcfly Why we didnt have meet and greet in Brazil? The videos in argentina are making me so sad  It isnt fair..
2230666396,neg,got disconnected of xbox live 1 vs 100 after having more than 30000  at start  
1795958718,pos,@TunerKid Hey hey hey hey!  Im ur 28th follower. @oprah sent me. )
1467836024,neg,pray for me please the ex is threatening to start sh at my/our babies 1st Birthday party. what a jerk. and I still have a headache 
1997456857,neg,brazil is sad because air france 447 
2248383306,neg,still hav d headache though 
1468055249,neg,@dweeman why arent you a happy camper? 
1881680448,neg,@syamira723  i really wanna watch that but my dad is watching oprah! 
1835296378,neg,Lol! watched csi today! it was the one with taylor swift!! but she died.. sad 
2051279917,pos,i cant get over Taylor swift songs repeated day and long. Shes so awesome! 
1467901424,pos,This latest episode of NewNowNext is like full of awesome! 
1933062571,neg,@imraw88 Lebron is just the next Dominique Wilkins with the rate his teams are performing in the playoffs....or worse next Ewing...sad 
1978311418,pos,@malave585  And you said we were through back during the Celtics! haha.    Hopefully you guys will get LeBron. Bring some excitement to NY
2066969399,neg,When i get too hott i get a headache being allergic to heat sucks. No tanning for amanda anymore 
1467972594,pos,Monsters Vs Aliens in 3D was fantastic ... Ginormica is my new favourite superhero 
1467937413,pos,Karaok� @ Figa on Mondays feels like a Gossip Girl episode! lots of fun. XOXO 
1467990192,pos,@mari_chiquitita nice pics from last years festival. How about we plan to meet there next year! 
2190513049,neg,arrgh! Spent hour and half trying to fix Xbox Live when its down for maintenance. No wonder it doesnt work 
2067134501,neg,I wanna move to LA! Or Laguna beach. Or maybe London... but not here in this small boring country. No celebs ever come here!  uuuuh
2196323525,neg,iPod touch 16GB £209 Bloody hell 
2054050267,neg,is watching Catherine Tate video clips on a Saturday night on Youtube... how sad is that...  http://plurk.com/p/yvm9q
1468052239,neg,@MarcusMims wow i didnt get an &quothello&quot u suck 
1972182044,neg,why do i wake up at 7 oclock in vegas? also details of the middle of my day are missing 
2065164008,neg,Maybe a long shower will make me feel better  Ugh. I fucking hate Americas health care system. We need to be like England!
1555867833,neg,Back from Cleveland!  Miss it already    Listened to Lauren sing the whole 3 hour drive back homeminus felt like Gayle and Oprah on a roadtrip
2007746859,pos,Woohoo! Todays a good day.. Going to get my new ipod! 
1961418607,neg,@ahaulil I have a bird living with me.  So I have to find other ways to kill these damn things beside the exterminator.   #vegas it sucks
2230224798,neg,I updated to OS 3.0 on my iPod Touch. A few apps have stopped working.  http://bit.ly/17nwOf
1468052359,neg,bedtime school tomorrow and i still have no books  being broke suckssss
1881503086,pos,new music videos today in my YouTube Channel. thanks and please subscribe.  lol. http://bit.ly/17NsuD
1468023369,pos,im thinking im blessed that ive a cmputr &amp a fireplace on ths cold evening. Feeling content I shall scuttle on off 2 bd  Nite all
1468448423,neg,@jazred87 i told you if I caved Id end up abusing it... much like I do Facebook. Its because I dont have any real friends 
2003095288,pos,@crystalchappell Good luck N ur meets. Idea to save GL minus go on Oprah &amp Ellen &amp talk about GL &amp Otalia. Would reach Millions of new fans 
1467841433,pos,i am working on my media room design and i love love love my client profile 
1467825863,neg,i really hate how people diss my bands!  Trace is clearly NOT ugly!
2056121554,neg,Leaving for London at 5PM... so many emotions!! Im gonna miss you Jackie 
1467889334,neg,@ashleyskyy but I wanted a margarita too! 
1981836345,pos,Just ayden and i hanging @ mcdonalds having breakfast 
1548913015,pos,@divabat Hahahaaaaa! Id like to meet your Mum someday and talk about Oprah with her Her likes and Dislikes and here her opinion on it 
1467953615,pos,of course he makes me feel better 
2011370292,pos,What I love from the White House special: Baracks favorite chocolatesminus now as gifts to visitors: Frans from Seattle! &amp the burger visit 
1833765116,pos,@LOlakers7 AWESOME GAME TODAY 
1467917926,pos,playing with my new toys 
1966963559,pos,off to shipmates to watch the laker game  lets go lakers!!!
1970035141,pos,At Starbucks waiting for some fwends  Rainy day hot choco and jazz. Just perfect!
1792073381,pos,Obama was awesome at my graduation tonight! What a hunk 
2266151161,neg,New iPhone 3G S still hasnt activated.  Its been almost 48 hours. 
1553678149,pos,Wedding dress shopping at a swanky boutique in Seattle with my best friend....never in a million years could I have imagined this day 
1823014490,pos,@Triciepop Yall goin to Vegas? Make sure yall hit me up so we can drink till we drown Lol. 
1976486578,pos,@AlexAllTimeLow thankyou so much for taking photos with us and being so awesome. Enjoy sydney 
1467987619,neg,@daNanner aw sorry to hear that. 
1467969733,pos,Today was so great.  My roommate and I played some soccer and I also got a nice run in on this sunny day  Time for some reading and sleep.
1796899619,neg,nooo just measured my temperature I do have a fever  gah this sucks i cant get sick NOW! :/
1977619258,neg,RIP Lebron vs. Kobe puppet commercials...youre forever in my heart  one lonely tear
1834139074,pos,@IndieArtDesign well you will be excited to know Kevin will be the new featured artist for our next Sydney flyer 
2202701964,neg,Just found out via Gazelle.com that my old cell phones &amp the 2nd Gen iPod Nano that I inherited from my sis are worth a combined $59 
2229248312,neg,i really need a new ipod  i cant fit all my music onto my ipod nano.
1833546355,pos,Left home this morning without my iPhone. Spent an ENTIRE day outdoors without cell Internet texts etc. It was AWESOME! 
2221953833,neg,@angelicbiscuit http://twitpic.com/7pf62 minus not a &quotget lost in  melbourne&quot ad rip off  we r sydney :p
1558617821,pos,my version of coffee is a large sprite from mcdonalds 
2185397935,neg,in seattle...and sick  hate my life right now
1467987056,pos,@DrMollieMarti Best of luck to you Dr and your new Rockstar sisters.  I know some women that are into MLM. Ill tell them about you. 
1982720485,pos,Im looking some videos of McFly in Brazil always awsome 
1467870866,neg,Has now gotten somebody to read his tweets but cant get them to make an account. 
2053125094,neg,whywhywhy do Rookie Of The Year not come to England  someone send them lots of money so I can see them...
1467892515,neg,@qweendassah no...hes still missn... 
2013987382,neg,leaves Las Vegas really soon 
2228794175,neg,o no... my iPod is frozen... omg what shud i do???!!! I CANT LIVE WITHOUT MY MUSIC!!!   X(
1467987435,pos,@zoas Good night! 
2282968725,neg,i cant get rid of my Facebook account 
2063945847,neg,thinks: ceiling lights plus ceiling fan equals bad equals flickering shadows equals headache 
1990905022,pos,@psproduction omg they r having a daddy n me princess ball out here in staten island 4 fathers day!!! N katie n u popped into my head! 
1968000023,pos,Lakers are going to the finals baby!  I  heart my boyfriend 
1992410040,neg,@LUVYATEAMEDWARD Is there a site you can watch it besides Youtube? Im behind a firewall at work. 
2289629546,neg,Facebook ads suck  The ROI is about 1/20th of Google. Mostly accidental clicks. Spent hundreds of dollars with very low conversion.
2177768978,neg,Was Lovely This Morning Now It Looks Misserble  This Stuiped Weather Lol Wants A StarBucks Hot Choclate (Y)
1467934184,neg,Crap. I need more dresses too. 
1932914515,pos,ahem I think @LiZAmtl @sabrina215 @Etown_Jenn &amp @bethie138 SHOULD ALL COME TO VEGAS!! 
1978467097,neg,bumming it because CAVS lost...i feel so bad for Lebron 
1468022106,pos,@cobaltcow thats so true! Thnx man that means an awful lot to me 
1468060798,neg,so a murder? gotcha.  Cant believe it
1677249264,neg,Ooh snap Vegas the real CityminusCity @babyscratch thats where I need to be. Your in Paradise Mamma WTF am I doing in Rotterdam 
2013925793,pos,also SOOOOO excited to see Taylor Swift in Omaha August 9th!! 
2209796489,neg,Having an issue installing 3.0 as my iPhone refuses to backup   Then again Ive not been able to get it to backup for months.
1932463722,neg,www.inkminusguard.com @songzyuuup crying over the cavs loss  and drawing up my next tattoo....: @.. http://bit.ly/u6brY
1827778735,pos,Enjoying a nice cup of tea and watching Norways winning song on youtube 
1467825218,pos,@theragingocean BonJour SpacecowboyI wish I was either of it .I work with Kids can go out whenever I want and go wherever I want to 
1989086714,pos,new video on youtube   YAYY   its shuffling though~ not singing xDD   a video for that is comin right up 
2046309947,pos,Waking up in Vegas minus Katy Perry  i like this song 
1467841957,pos,@suitelifeofkell thats freakin cooool   i love twitter .haha
2064739182,neg,Tired at work with headache  7 more hours to go...oh and getting up at 530 am tommorrow...good times
2001224053,pos, I cheer myself up when Im down by listening to my playlist called Genius: Ballads and Cellos. I love my iPod and my taste of music.
1468020855,pos,being sexy and really happy 
2249723654,neg,Replacing coffee with chocolate milk? No wonder morning headache still on 
2203390252,neg,@MissSarcastic Youtube wont let me watch the vid for some reason 
1956055893,pos,So they pulled it off? Congrats to the Cavs. I know Usher is happy. 
2264059804,neg,pouring with rain in Sydney 
1964680220,neg,iPod touch equals brick.  
2002249983,neg,@featureBlend Me either   So Sad!!!!  LOVE #LeBron!!!
2061894294,pos,thinks the moon looks fantabulous tonight. Im headed to mcdonalds with my Mom. 
1999628521,pos,@athena422 Right on...I saw Ryche in Vegas at the end of April and they were awesome as usual 
1468084731,pos,@RoundSparrow Awesome minus hope it was great! I am about 2 hours away from seeing it at the Sydney (now second world viewing) premiere 
2204373643,neg,Like the tweetdeck for iPhone  minus cant sync columns ATM tho 
1563693038,neg,sick! feverminusish fluminusish headacheminusish 
1882044198,neg,@MusicSnob75 I want starbucks and have no time to stop before work 
2245716345,neg,has a stupid stomach ache and fever 
2259106449,neg,@1vs100XboxLIVE just got dropped again before the game started. 
1467878971,neg,gr8t my face is very itchy 
1972951966,pos,@petrobrasbrazil i have a new follower which i like @petrobrasbrazil please take care of nature 
2000617075,neg,suddenly realized i do not know where my taylor swift love bracelet is and am very sad about it        where oh where could it be....
1997328457,pos,@seattlemommy you rock!!  i need to get motivated to run a race... 
2049595198,neg,chillin reminuswatching INSIDE THE OBAMA WHITE HOUSE...I love our Pres and his family 
1957671816,pos,@noahbeaar Hi Noah! Omgsh I Think Your So Cute You Look Like Miley  Awwww! How Are Youu? Im 14 &amp From London...Names Charlotte Hay! x
1971758124,neg,iPhones r so cool but so expensive have tried to convince parentals about buying one but they are like 400 quid so no chance 
1979389972,neg,Hayfever S.O.S.! Forget about Xyzall Zyrtec Aerius or Allerfre. Whos got stuff that WORKS for me? Im dying out here (esp. my eyes)... 
2325735470,neg,Having problems setting up Cairo Dock on Ubuntu  Some of the cairo themes I saw on youtube look awesome!
1678999597,neg,Funeral today for Blake Kurtz  cancer is yucky!
1980330071,pos,You Belong With MeminusTaylor Swift ? 
1467835198,neg,why is it always the fat ones?! 
1978906111,neg,I cant believe the cavs ! 
1978479814,pos,@AlexAllTimeLow i have a house boat in seattle you could all get wasted on next time youre here...can hols 100 people 
2058175875,neg,So sad. It was right after I used to live in Northest Brazil. Luto. 
2209948258,neg,Uhmmm #squarespace I need an iPhone please &amp #trackle I could also use your help! Please help!! My wife wont let me buy one 
2199970357,neg,I dropped my favorite @Starbucks travel mug and it cracked 
1976824237,neg,Doesnt look good for the cavs 
1467930341,neg,MORNING!!! Good im bloody knackered!!! Work is not for me today  HELPPP!!!! xxx
1468042464,neg,got highly bored today scanning 24 pages for daddy. Had to do it! 
1467937013,pos,aaaaahhhh.... finally done. next stop zippys. 
1976980586,neg,im sorry cavs...but its gonna be lakers vs magic  give up now!!
1881502097,neg,Doing nothing in math so Im listening to my iPod and trying to find a game to play on my iPhone... very unsuccessful so far 
1693434000,neg,has the worst sinus headache 
1961550160,pos,@egodbois  its good to see you here as well on our facebook! Thanks for being a fan 
1467838419,neg,@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.
2262166312,neg,I want to listen to Taylor Swifts songs so that I can forget my problems.. but our computer is too slow 
2057350304,neg,@Jonasbrothers Hey guys what happened to your YouTube account!?  It says its suspended.
2263856161,neg,only bad thing is that I woke up with the worst hayfever that I think exists 
1992646565,pos,@guardiantech sounds great  cant wait for E3 and the WWDC. New iPhone and PSP Go possible new Xbox (wishful thinking)
1467985226,neg,@Devinthedude007 actually the whole site has finally been taken over by those damn russians 
1882062872,pos,Lunch date with @Londonmitch to go to Leathenhall Markets cheese shop was really nice 
2323493701,neg,@ninaland Nightmare..the worst thing about following you is all the great locations you mention. And I’m just stuck here in sunny London 
1468013773,neg,Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night 
2012136111,pos,Just built a shelf for my xbox  http://twitpic.com/6idya
1998326748,neg,Going to starbucks to study. I hate finals week 
1467987952,pos,GOOD MORNING MY LADYS and Jon lol! 
1992789830,pos,@jaredleto come to england and play an eco friendly gig.would love that 
1972488870,pos,@SkinFaceMcGee Youre description of this Sat. morning was perfection...thanks.  Seattle is following suite.
1792614584,pos,@shaycarl Im watching your videos in youtube  you are so funny!! )
1978312426,pos,byebye lebron.. maybe next year 
2229956563,neg,Jogging isnt REALLY that cool especially if youve got a fever 
1467960735,neg,@LizChavez I cant set my feet on the ground. The missing eyelid people might get me!  
2187103860,neg,A killer headache put me to sleep earlier  and now I am up 
2175913447,neg,Why do my @replies show up Facebook? Also why has my evernote crashed 
2060310965,neg,@chasewill that sucks! here in brazil is unusually cold 
1467872136,neg,Why oh why was the Red Sox game rained out? I was so looking forward to opening day 
1467838362,neg,Im sooo sad!!! they killed off Kutner on House  whyyyyyyyy
1980936492,neg,Hope kojimas teaser reveals a new metal gear solid just hope its not for PSP or Ill have to buy one 
